id_municipio,municipio,uf,regiao,n_alunos,taxa_prevista,taxa_observada,erro_padrao,residuo,residuo_z,risco
4305871,Coronel Barros,RS,Sul,31,0.8501080409384145,0.6774193548387096,0.06408093447152766,-0.1726886860997049,-2.6948528064370483,0.14989195906158548
3112000,Candeias,MG,Sudeste,93,0.8506857195909747,0.9032258064516129,0.03694267436185322,0.05254008686063816,1.422205830200824,0.14931428040902528
2309102,Mulungu,CE,Nordeste,108,0.8507071350317824,0.8888888888888888,0.03428432638359481,0.038181753857106426,1.1136795697808006,0.1492928649682176
2512507,Queimadas,PB,Nordeste,561,0.8507278638140121,0.928698752228164,0.01504021952015011,0.0779708884141519,5.184158935292834,0.1492721361859879
5104203,Guiratinga,MT,Centro-Oeste,117,0.8516083970029311,0.8461538461538461,0.03285296384371713,-0.0054545508490849715,-0.1660291861346967,0.14839160299706888
4117404,Ourizona,PR,Sul,40,0.8516304299133848,0.575,0.05618854350906081,-0.2766304299133848,-4.923253258358195,0.14836957008661522
3129400,Ibertioga,MG,Sudeste,50,0.8517598320435955,0.88,0.050232202373070696,0.028240167956404494,0.5621925104272144,0.1482401679564045
3200102,Afonso Cláudio,ES,Sudeste,277,0.8521113338242003,0.9205776173285198,0.021319117936541745,0.06846628350431949,3.211497009778523,0.14788866617579965
4110953,Itaipulândia,PR,Sul,173,0.8530477833342852,0.8439306358381503,0.026910426008767946,-0.009117147496134903,-0.3387961042743938,0.14695221666571479
4314423,Picada Café,RS,Sul,52,0.8532557130763357,0.5769230769230769,0.0490481195966559,-0.27633263615325887,-5.633908872055907,0.14674428692366426
4308003,Faxinal do Soturno,RS,Sul,35,0.8533845678430487,0.8285714285714286,0.05947529742391187,-0.0248131392716201,-0.41720075975011517,0.14661543215695128
2313401,Tianguá,CE,Nordeste,1093,0.8535643816823022,0.8600182982616651,0.010691069282621873,0.006453916579362895,0.603673627843158,0.1464356183176978
4110508,Ipiranga,PR,Sul,196,0.8536744151324325,0.826530612244898,0.025215788562844836,-0.027143802887534485,-1.0764606000674735,0.14632558486756753
5216304,Paranaiguara,GO,Centro-Oeste,102,0.853756249794216,0.9705882352941176,0.03497679031039554,0.11683198549990159,3.3402717763149825,0.14624375020578395
4102208,Atalaia,PR,Sul,44,0.8542887444539023,0.8863636363636364,0.05318056221258504,0.032074891909734005,0.6031318695262602,0.14571125554609765
2100402,Altamira do Maranhão,MA,Nordeste,52,0.8546954215999847,0.7307692307692307,0.048785875849238665,-0.12392619083075396,-2.540206333770021,0.14530457840001532
4121406,Realeza,PR,Sul,208,0.8546980547532592,0.7980769230769231,0.024416197115881496,-0.05662113167633609,-2.3189987944317063,0.14530194524674078
4117453,Ouro Verde do Oeste,PR,Sul,71,0.8547734823085095,0.9014084507042254,0.04180389618071157,0.0466349683957159,1.1155651184789184,0.14522651769149053
2106805,Mirinzal,MA,Nordeste,143,0.8549176703662893,0.6993006993006993,0.029416599145598757,-0.15561697106559003,-5.290107476236697,0.1450823296337107
