id_municipio,municipio,uf,regiao,n_alunos,taxa_prevista,taxa_observada,erro_padrao,residuo,residuo_z,risco,residuo_uf,residuo_ajustado,mun_lag_meta_ano_alvo,meta,distancia_ate_meta_pp,prob_nao_atingir,classificacao
2613206,São João,PE,Nordeste,177,0.6045565121957203,0.5423728813559322,0.03674847450622471,-0.06218363083978806,-1.692141828343241,0.39544348780427974,0.056513547646742324,-0.11869717848653039,63.98,0.6398,-3.5243499915943555,0.8312323676698512,risco crítico
2605905,Gameleira,PE,Nordeste,162,0.5839173908672206,0.7716049382716049,0.038716102684103366,0.18768754740438431,4.847790309261884,0.4160826091327794,0.056513547646742324,0.131173999757642,62.1,0.621,-3.70826010265477,0.8309202608605479,risco crítico
1718402,Presidente Kennedy,TO,Norte,45,0.6431232614074773,0.5777777777777777,0.07138815363859961,-0.06534548362969961,-0.91535472342525,0.35687673859252267,-0.06871734061086132,0.003371856981161714,71.14,0.7114,-6.8276711031334925,0.8305687309300074,risco crítico
2313252,Tarrafas,CE,Nordeste,97,0.7585529732407816,0.9175257731958762,0.04344043109582636,0.1589727999550946,3.659558525200002,0.24144702675921836,0.15967059056633892,-0.0006977906112443089,80.0,0.8,-4.144703868014732,0.8299865359153462,risco crítico
3107802,Bom Jesus do Galho,MG,Sudeste,143,0.7666225040209818,0.7762237762237763,0.035325017585330125,0.009601272202794497,0.2717980869960484,0.23337749597901825,0.06756418903215056,-0.05796291682935606,80.0,0.8,-3.33775078999472,0.8276370757538528,risco crítico
1304237,Tonantins,AM,Norte,296,0.4876715670631759,0.30405405405405406,0.02904344942719122,-0.18361751300912182,-6.3221661555536315,0.5123284329368241,-0.068715107700409,-0.11490240530871282,51.45,0.5145,-2.6828454871333394,0.8221878845655138,risco crítico
3130309,Iguatama,MG,Sudeste,66,0.7515462765298192,0.9393939393939394,0.053164570565974116,0.18784766286412025,3.5333241830856568,0.2484537234701808,0.06756418903215056,0.12028347383196969,80.0,0.8,-4.845373539110975,0.8189554231769092,risco crítico
5214101,Mutunópolis,GO,Centro-Oeste,52,0.7452942845290091,1.0,0.06040716523819012,0.25470571547099086,4.216481843944614,0.25470571547099086,0.10274857715476204,0.1519571383162288,80.0,0.8,-5.470572739191981,0.8174305718704747,risco crítico
2605202,Escada,PE,Nordeste,406,0.5652216592773625,0.3078817733990148,0.02459295188281378,-0.25733988587834766,-10.463968990163549,0.43477834072263755,0.056513547646742324,-0.31385343352509,58.74,0.5874,-2.2178359891491306,0.8164231484970523,risco crítico
3125408,Felício dos Santos,MG,Sudeste,73,0.7552557331636858,0.7945205479452054,0.05030202015835022,0.039264814781519664,0.7805812700546508,0.24474426683631423,0.06756418903215056,-0.028299374250630893,80.0,0.8,-4.474427875724318,0.8131361621290907,risco crítico
3200169,Água Doce do Norte,ES,Sudeste,152,0.7464602660317661,0.8157894736842105,0.03527831808402324,0.06932920765244444,1.9652072836159975,0.2535397339682339,0.07975548994201592,-0.010426282289571487,77.74,0.77739996,-3.093969114825712,0.8097613474757333,risco crítico
4320859,Tabaí,RS,Sul,59,0.5742195587618374,0.22033898305084745,0.06432000709550524,-0.35388057571098996,-5.501874015429323,0.4257804412381626,-0.0742131756906475,-0.27966740002034246,63.05,0.6305,-5.628045983481178,0.8092149658491818,risco crítico
2509909,Natuba,PB,Nordeste,74,0.5727322743089986,0.4864864864864865,0.05747983805406016,-0.08624578782251213,-1.5004528673410216,0.42726772569100135,-0.03568338079084338,-0.050562407031668755,62.3,0.62299997,-5.026769183556312,0.809084440315799,risco crítico
2920601,Maragogipe,BA,Nordeste,167,0.49401212457845,0.5449101796407185,0.03868093995465278,0.05089805506226852,1.315843284106807,0.50598787542155,-0.11217652645487203,0.16307458151714055,52.74,0.5274,-3.338789220621796,0.8059756186294312,risco crítico
4114104,Mandaguaçu,PR,Sul,338,0.6115559170509453,0.6242603550295858,0.026507880959342024,0.012704437978640515,0.47927022149098497,0.38844408294905475,0.07813155795034676,-0.06542711997170625,63.44,0.6344,-2.28440930580025,0.8055970678549853,risco crítico
2301505,Arneiroz,CE,Nordeste,50,0.690159088422349,0.76,0.06536486391346522,0.06984091157765104,1.0684778854601693,0.30984091157765103,0.15967059056633892,-0.08982967898868788,74.62,0.7462,-5.604093665928556,0.8043758245002619,risco crítico
