id_municipio,grupo,alvo_alfabetizado
2921906,2,0.38823529411764707
2922250,2,0.22033898305084745
2922805,2,0.3465346534653465
2923100,2,0.21287128712871287
2923209,2,0.39285714285714285
2923704,2,0.2446351931330472
2924108,2,0.13333333333333333
2924405,1,0.22506393861892582
2924801,2,0.4057971014492754
2925501,2,0.3273657289002558
2925709,2,0.3177570093457944
2925808,2,0.30319148936170215
2925907,1,0.3484848484848485
2925956,2,0.3352601156069364
2926301,2,0.38372093023255816
2926905,2,0.15625
2927309,2,0.4577114427860697
2927606,2,0.2838709677419355
2928000,2,0.2914572864321608
2928208,2,0.3869565217391304
2928307,2,0.22950819672131148
2929008,2,0.3132530120481928
2929206,2,0.2573099415204678
2929602,2,0.6504065040650406
2929909,2,0.3497536945812808
2930105,2,0.2402464065708419
2931004,2,0.4742268041237113
2931350,4,0.35040234089246525
2931707,2,0.28421052631578947
2932002,2,0.4027777777777778
2932101,2,0.3893129770992366
2932309,2,0.41904761904761906
2933406,1,0.45
2933505,1,0.3116883116883117
3100203,5,0.7891891891891892
3100807,5,0.8913043478260869
3101003,2,0.7479674796747967
3101102,5,0.6293103448275862
3101508,5,0.5598455598455598
3101607,4,0.7304747320061256
3101631,5,0.782608695652174
3101805,5,0.7096774193548387
3101904,5,0.7870967741935484
3103504,4,0.6579457364341085
3103900,5,0.9032258064516129
3105202,5,0.775
3105608,5,0.8383720930232558
3106408,5,0.9743589743589743
3106705,4,0.6728088825891803
3107802,2,0.7762237762237763
3108107,5,0.8709677419354839
3108206,5,0.6851851851851852
3108404,4,0.8472222222222222
3108800,5,0.6129032258064516
3109006,4,0.8756345177664975
3109105,5,0.8279569892473119
3109303,5,0.6327868852459017
3110301,5,0.7355371900826446
3110509,4,0.5951557093425606
3111150,2,0.7297297297297297
3111507,5,0.6709677419354839
3112059,2,0.6666666666666666
3112109,2,0.6818181818181818
3112406,5,0.7910447761194029
3114402,5,0.6871165644171779
3114501,5,0.8165680473372781
3115102,5,0.7764705882352941
3115706,5,0.7272727272727273
